5,10,15,20,25,30,35
2097148.0,2097148.0,2097148.0,1048572.0,8388604.0,16777212.0,16777212.0
999498.0,1094645.0,1164453.0,1211992.0,1254279.0,1290946.0,1317121.0
1048572.0,4194300.0,8388604.0,4194300.0,16777212.0,4194300.0,16777212.0
1048572.0,524284.0,524284.0,524284.0,524284.0,524284.0,524284.0
