5,10,15,20,25,30,35
3019894.88,6039793.76,3019894.88,9730781.28,12079591.52,12079591.52,24159187.04
470280.4,747772.64,770964.0,792128.0,812021.0,561008.28,572493.2
817881.28,702537.92,1069539.52,524280.0,4194296.0,1216340.16,3019890.88
377483.36,524284.0,524284.0,524284.0,524284.0,524284.0,524284.0
